Fold,Date,Stock_Code,Stock_Name,Predict_Prob,Actual_Return,Error_Type,Possible_Reason
4,2025-04-28 00:00:00+00:00,0388.HK,香港交易所,0.809572053773662,-0.010874111250522733,False Positive,高概率预测但实际下跌
4,2025-04-16 00:00:00+00:00,0700.HK,腾讯控股,0.7161193645551129,-0.006734006734006703,False Positive,高概率预测但实际下跌
4,2025-04-24 00:00:00+00:00,0700.HK,腾讯控股,0.8287585746194774,-0.019891500904159143,False Positive,高概率预测但实际下跌
4,2025-04-29 00:00:00+00:00,0700.HK,腾讯控股,0.7498046289373946,-0.009276437847866359,False Positive,高概率预测但实际下跌
4,2025-04-30 00:00:00+00:00,0728.HK,中国电信,0.8613199387898667,-0.587708830548926,False Positive,高概率预测但实际下跌
4,2025-04-02 00:00:00+00:00,0883.HK,中国海洋石油,0.8120245465395639,-0.0028860028860028253,False Positive,高概率预测但实际下跌
4,2025-04-07 00:00:00+00:00,0883.HK,中国海洋石油,0.7376806914651651,-0.009554140127388644,False Positive,高概率预测但实际下跌
4,2025-04-08 00:00:00+00:00,0883.HK,中国海洋石油,0.7647565576046425,-0.014469453376205754,False Positive,高概率预测但实际下跌
4,2025-04-01 00:00:00+00:00,0005.HK,汇丰银行,0.1784097214997923,0.0022123893805308104,False Negative,低概率预测但实际上涨
4,2025-04-29 00:00:00+00:00,0005.HK,汇丰银行,0.2700333504313493,0.01851851851851838,False Negative,低概率预测但实际上涨
4,2025-04-17 00:00:00+00:00,0012.HK,恒基地产,0.2832255650289169,0.009167842031029494,False Negative,低概率预测但实际上涨
4,2025-04-01 00:00:00+00:00,0016.HK,新鸿基地产,0.08914603604195291,0.016666666666666607,False Negative,低概率预测但实际上涨
4,2025-04-17 00:00:00+00:00,0016.HK,新鸿基地产,0.29314200969616777,0.009656004828002551,False Negative,低概率预测但实际上涨
4,2025-04-22 00:00:00+00:00,0016.HK,新鸿基地产,0.2740329381388292,0.02092050209205021,False Negative,低概率预测但实际上涨
4,2025-04-07 00:00:00+00:00,0388.HK,香港交易所,0.20112615082284735,0.011483693155718955,False Negative,低概率预测但实际上涨
4,2025-04-09 00:00:00+00:00,0388.HK,香港交易所,0.2962990066085228,0.008159564823209564,False Negative,低概率预测但实际上涨
4,2025-04-01 00:00:00+00:00,0700.HK,腾讯控股,0.09077573410661478,0.006779661016949268,False Negative,低概率预测但实际上涨
4,2025-04-02 00:00:00+00:00,0700.HK,腾讯控股,0.13245310401311222,0.025252525252525082,False Negative,低概率预测但实际上涨
5,2025-05-02 00:00:00+00:00,0005.HK,汇丰银行,0.914132754595369,-0.7598702001081665,False Positive,高概率预测但实际下跌
5,2025-05-08 00:00:00+00:00,0005.HK,汇丰银行,0.9196734820495951,-0.0022026431718061845,False Positive,高概率预测但实际下跌
5,2025-05-23 00:00:00+00:00,0005.HK,汇丰银行,0.7440940761174052,-0.002053388090349051,False Positive,高概率预测但实际下跌
5,2025-05-13 00:00:00+00:00,0388.HK,香港交易所,0.9160531072515522,-0.022222222222222254,False Positive,高概率预测但实际下跌
5,2025-05-15 00:00:00+00:00,0388.HK,香港交易所,0.8477304613312863,-0.0019193857965451588,False Positive,高概率预测但实际下跌
5,2025-05-16 00:00:00+00:00,0388.HK,香港交易所,0.9678416183795618,-0.023076923076923106,False Positive,高概率预测但实际下跌
5,2025-05-22 00:00:00+00:00,0388.HK,香港交易所,0.8514173452727294,-0.007684918347742542,False Positive,高概率预测但实际下跌
5,2025-05-26 00:00:00+00:00,0388.HK,香港交易所,0.7763944694539304,-0.015444015444015413,False Positive,高概率预测但实际下跌
5,2025-05-28 00:00:00+00:00,0388.HK,香港交易所,0.8344297483282302,-0.01171875,False Positive,高概率预测但实际下跌
5,2025-05-30 00:00:00+00:00,0388.HK,香港交易所,0.7300509890193175,-0.024094025465230207,False Positive,高概率预测但实际下跌
5,2025-05-20 00:00:00+00:00,0005.HK,汇丰银行,0.2050774270371353,0.0020618556701030855,False Negative,低概率预测但实际上涨
5,2025-05-06 00:00:00+00:00,0012.HK,恒基地产,0.1977712733258989,0.016205266711681432,False Negative,低概率预测但实际上涨
5,2025-05-07 00:00:00+00:00,0012.HK,恒基地产,0.1599649400078306,0.01661129568106312,False Negative,低概率预测但实际上涨
5,2025-05-09 00:00:00+00:00,0012.HK,恒基地产,0.1932604484764463,0.050458715596330306,False Negative,低概率预测但实际上涨
5,2025-05-12 00:00:00+00:00,0012.HK,恒基地产,0.1524687262870995,0.014348097317529618,False Negative,低概率预测但实际上涨
5,2025-05-14 00:00:00+00:00,0012.HK,恒基地产,0.2311846653636841,0.005521472392638005,False Negative,低概率预测但实际上涨
5,2025-05-20 00:00:00+00:00,0012.HK,恒基地产,0.2345319236435394,0.013597033374536327,False Negative,低概率预测但实际上涨
5,2025-05-21 00:00:00+00:00,0012.HK,恒基地产,0.10241125912228241,0.004268292682926722,False Negative,低概率预测但实际上涨
5,2025-05-28 00:00:00+00:00,0012.HK,恒基地产,0.22940095473927646,0.0006038647342994086,False Negative,低概率预测但实际上涨
5,2025-05-29 00:00:00+00:00,0012.HK,恒基地产,0.25897624257968016,0.0036210018105009567,False Negative,低概率预测但实际上涨
6,2025-06-02 00:00:00+00:00,0012.HK,恒基地产,0.8277064475417802,-0.005434782608695676,False Positive,高概率预测但实际下跌
6,2025-06-05 00:00:00+00:00,0012.HK,恒基地产,0.7729559336400085,-0.012956419316843437,False Positive,高概率预测但实际下跌
6,2025-06-11 00:00:00+00:00,0012.HK,恒基地产,0.8005052009196124,-0.008225616921268997,False Positive,高概率预测但实际下跌
6,2025-06-02 00:00:00+00:00,0016.HK,新鸿基地产,0.8090451978229329,-0.005521811154058587,False Positive,高概率预测但实际下跌
6,2025-06-11 00:00:00+00:00,0016.HK,新鸿基地产,0.8203768226234721,-0.00240500240500241,False Positive,高概率预测但实际下跌
6,2025-06-13 00:00:00+00:00,0016.HK,新鸿基地产,0.7043429139585199,-0.021408182683158916,False Positive,高概率预测但实际下跌
